Symbol,Raw Rows,Processed Rows,Reduction (%),Raw Start,Raw End,Proc Start,Proc End,Raw Missing,Proc Missing,Volume OK
360ONE,125833,1694,98.65,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
3MINDIA,193214,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
AADHARHFC,23729,318,98.66,2024-05-15,2025-08-26,2024-05-15,2025-08-26,0,0,✅
AARTIIND,193542,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
AAVAS,126169,1691,98.66,2018-10-08,2025-08-26,2018-10-08,2025-08-26,0,0,✅
ABB,193556,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
ABBOTINDIA,193321,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
ABCAPITAL,146328,1960,98.66,2017-09-01,2025-08-26,2017-09-01,2025-08-26,0,0,✅
ABFRL,193549,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
ABREL,193558,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
ABSLAMC,71109,953,98.66,2021-10-11,2025-08-26,2021-10-11,2025-08-26,0,0,✅
ACC,193563,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
ACE,193519,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
ACMESOLAR,14472,193,98.67,2024-11-13,2025-08-26,2024-11-13,2025-08-26,0,0,✅
ADANIENSOL,184321,2469,98.66,2015-07-31,2025-08-26,2015-07-31,2025-08-26,0,0,✅
ADANIENT,193554,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
ADANIGREEN,131840,1766,98.66,2018-06-18,2025-08-26,2018-06-18,2025-08-26,0,0,✅
ADANIPORTS,193563,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
ADANIPOWER,193563,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
AEGISLOG,188380,2523,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
AFCONS,14996,200,98.67,2024-11-04,2025-08-26,2024-11-04,2025-08-26,0,0,✅
AFFLE,118990,1594,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
AIAENG,193459,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
AIIL,24852,333,98.66,2024-04-23,2025-08-26,2024-04-23,2025-08-26,0,0,✅
AJANTPHARM,193561,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
AKUMS,19508,261,98.66,2024-08-06,2025-08-26,2024-08-06,2025-08-26,0,0,✅
ALIVUS,74515,1004,98.65,2018-04-06,2025-08-26,2018-04-06,2025-08-26,0,0,✅
ALKEM,177186,2373,98.66,2015-12-23,2025-08-26,2015-12-23,2025-08-26,0,0,✅
ALKYLAMINE,190180,2592,98.64,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
ALOKINDS,101294,1357,98.66,2020-02-19,2025-08-26,2020-02-19,2025-08-26,0,0,✅
AMBER,138675,1859,98.66,2018-01-30,2025-08-26,2018-01-30,2025-08-26,0,0,✅
AMBUJACEM,193563,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
ANANDRATHI,68007,911,98.66,2021-12-14,2025-08-26,2021-12-14,2025-08-26,0,0,✅
ANANTRAJ,193382,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
ANGELONE,96484,1327,98.62,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
APARINDS,192470,2592,98.65,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
APLAPOLLO,193227,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
APLLTD,193538,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
APOLLOHOSP,193563,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
APOLLOTYRE,193563,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
APTUS,73584,986,98.66,2021-08-24,2025-08-26,2021-08-24,2025-08-26,0,0,✅
ARE&M,193563,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
ASAHIINDIA,192058,2592,98.65,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
ASHOKLEY,193563,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
ASIANPAINT,193563,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
ASTERDM,137373,1841,98.66,2018-02-26,2025-08-26,2018-02-26,2025-08-26,0,0,✅
ASTRAL,193431,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
ASTRAZEN,193295,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
ATGL,124790,1672,98.66,2018-11-05,2025-08-26,2018-11-05,2025-08-26,0,0,✅
ATUL,193507,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
AUBANK,149064,1997,98.66,2017-07-10,2025-08-26,2017-07-10,2025-08-26,0,0,✅
AUROPHARMA,193564,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
AWL,65452,882,98.65,2015-12-21,2025-08-26,2015-12-21,2025-08-26,0,0,✅
AXISBANK,193564,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
BAJAJ-AUTO,193564,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
BAJAJFINSV,193564,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
BAJAJHFL,17483,234,98.66,2024-09-16,2025-08-26,2024-09-16,2025-08-26,0,0,✅
BAJAJHLDNG,193517,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
BAJFINANCE,193564,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
BALKRISIND,193506,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
BALRAMCHIN,193563,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
BANDHANBNK,135967,1821,98.66,2018-03-27,2025-08-26,2018-03-27,2025-08-26,0,0,✅
BANKBARODA,193563,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
BANKINDIA,193562,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
BASF,193381,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
BATAINDIA,193564,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
BAYERCROP,193159,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
BBTC,193554,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
BDL,136099,1823,98.66,2018-03-23,2025-08-26,2018-03-23,2025-08-26,0,0,✅
BEL,193564,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
BEML,193558,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
BERGEPAINT,193563,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
BHARATFORG,193563,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
BHARTIARTL,193563,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
BHARTIHEXA,25304,339,98.66,2024-04-12,2025-08-26,2024-04-12,2025-08-26,0,0,✅
BHEL,193563,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
BIKAJI,51062,684,98.66,2022-11-16,2025-08-26,2022-11-16,2025-08-26,0,0,✅
BIOCON,193564,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
BLS,166875,2259,98.65,2016-06-15,2025-08-26,2016-06-15,2025-08-26,0,0,✅
BLUEDART,193138,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
BLUESTARCO,193492,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
BOSCHLTD,193563,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
BPCL,193563,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
BRIGADE,193441,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
BRITANNIA,193562,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
BSE,156863,2101,98.66,2017-02-03,2025-08-26,2017-02-03,2025-08-26,0,0,✅
BSOFT,193562,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
CAMPUS,60748,814,98.66,2022-05-09,2025-08-26,2022-05-09,2025-08-26,0,0,✅
CAMS,89770,1203,98.66,2020-10-05,2025-08-26,2020-10-05,2025-08-26,0,0,✅
CANBK,193564,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
CANFINHOME,193562,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
CAPLIPOINT,193480,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
CARBORUNIV,193209,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
CASTROLIND,193563,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
CCL,193314,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
CDSL,149513,2003,98.66,2017-06-30,2025-08-26,2017-06-30,2025-08-26,0,0,✅
CEATLTD,193561,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
CENTRALBK,193560,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
CENTURYPLY,193561,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
CERA,193318,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
CESC,193556,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
CGCL,190990,2592,98.64,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
CGPOWER,185711,2487,98.66,2015-02-02,2025-07-03,2015-02-02,2025-07-03,0,0,✅
CHALET,118924,1608,98.65,2019-02-07,2025-08-26,2019-02-07,2025-08-26,0,0,✅
CHAMBLFERT,193563,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
CHENNPETRO,193558,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
CHOLAFIN,193544,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
CHOLAHLDNG,144668,1944,98.66,2017-09-25,2025-08-26,2017-09-25,2025-08-26,0,0,✅
CIPLA,193564,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
CLEAN,75309,1009,98.66,2021-07-19,2025-08-26,2021-07-19,2025-08-26,0,0,✅
COALINDIA,193563,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
COCHINSHIP,147301,1973,98.66,2017-08-11,2025-08-26,2017-08-11,2025-08-26,0,0,✅
COFORGE,193562,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
COHANCE,100377,1345,98.66,2020-03-09,2025-08-26,2020-03-09,2025-08-26,0,0,✅
COLPAL,193564,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
CONCOR,193563,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
CONCORDBIO,37112,498,98.66,2023-08-18,2025-08-26,2023-08-18,2025-08-26,0,0,✅
COROMANDEL,193557,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
CRAFTSMAN,81008,1085,98.66,2021-03-25,2025-08-26,2021-03-25,2025-08-26,0,0,✅
CREDITACC,128386,1720,98.66,2018-08-23,2025-08-26,2018-08-23,2025-08-26,0,0,✅
CRISIL,185086,2479,98.66,2015-04-13,2025-08-26,2015-04-13,2025-08-26,0,0,✅
CROMPTON,170301,2281,98.66,2016-05-13,2025-08-26,2016-05-13,2025-08-26,0,0,✅
CUB,193562,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
CUMMINSIND,193564,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
CYIENT,193556,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
DABUR,193562,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
DALBHARAT,120725,1620,98.66,2019-01-22,2025-08-26,2019-01-22,2025-08-26,0,0,✅
DATAPATTNS,67380,903,98.66,2021-12-24,2025-08-26,2021-12-24,2025-08-26,0,0,✅
DBREALTY,192712,2592,98.65,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
DCMSHRIRAM,193537,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
DEEPAKFERT,193547,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
DEEPAKNTR,193439,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
DELHIVERY,64686,886,98.63,2015-06-11,2025-08-26,2015-06-11,2025-08-26,0,0,✅
DEVYANI,73882,990,98.66,2021-08-16,2025-08-26,2021-08-16,2025-08-26,0,0,✅
DIVISLAB,193563,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
DIXON,145345,1949,98.66,2017-09-18,2025-08-26,2017-09-18,2025-08-26,0,0,✅
DLF,193563,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
DMART,154612,2071,98.66,2017-03-21,2025-08-26,2017-03-21,2025-08-26,0,0,✅
DOMS,30950,415,98.66,2023-12-20,2025-08-26,2023-12-20,2025-08-26,0,0,✅
DRREDDY,193563,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
ECLERX,193447,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
EICHERMOT,193564,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
EIDPARRY,193544,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
EIHOTEL,193410,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
ELECON,192975,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
ELGIEQUIP,191847,2592,98.65,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
EMAMILTD,193560,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
EMCURE,20858,279,98.66,2024-07-10,2025-08-26,2024-07-10,2025-08-26,0,0,✅
ENDURANCE,162324,2175,98.66,2016-10-19,2025-08-26,2016-10-19,2025-08-26,0,0,✅
ENGINERSIN,193560,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
ERIS,149338,2004,98.66,2017-06-29,2025-08-26,2017-06-29,2025-08-26,0,0,✅
ESCORTS,193563,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
ETERNAL,75083,1006,98.66,2021-07-23,2025-08-26,2021-07-23,2025-08-26,0,0,✅
EXIDEIND,193563,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
FACT,193194,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
FEDERALBNK,193564,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
FINCABLES,193558,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
FINPIPE,193505,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
FIRSTCRY,19128,256,98.66,2024-08-13,2025-08-26,2024-08-13,2025-08-26,0,0,✅
FIVESTAR,54123,725,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
FLUOROCHEM,106986,1444,98.65,2019-10-16,2025-08-26,2019-10-16,2025-08-26,0,0,✅
FORTIS,193557,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
FSL,193562,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
GAIL,193564,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
GESHIP,193487,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
GICRE,146061,1962,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
GILLETTE,193299,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
GLAND,87351,1170,98.66,2020-11-20,2025-08-26,2020-11-20,2025-08-26,0,0,✅
GLAXO,193535,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
GLENMARK,193563,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
GMDCLTD,193556,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
GMRAIRPORT,193559,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
GNFC,193555,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
GODFRYPHLP,193541,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
GODIGIT,23333,312,98.66,2024-05-23,2025-08-26,2024-05-23,2025-08-26,0,0,✅
GODREJAGRO,144148,1931,98.66,2017-10-16,2025-08-26,2017-10-16,2025-08-26,0,0,✅
GODREJCP,193564,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
GODREJIND,193559,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
GODREJPROP,193562,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
GPIL,192962,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
GPPL,193514,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
GRANULES,193562,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
GRAPHITE,193495,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
GRASIM,193558,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
GRAVITA,192424,2592,98.65,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
GRSE,125715,1689,98.66,2018-10-10,2025-08-26,2018-10-10,2025-08-26,0,0,✅
GSPL,193562,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
GUJGASLTD,181916,2437,98.66,2015-09-15,2025-08-26,2015-09-15,2025-08-26,0,0,✅
GVT&D,193270,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
HAL,135848,1820,98.66,2018-03-28,2025-08-26,2018-03-28,2025-08-26,0,0,✅
HAPPSTMNDS,90589,1214,98.66,2020-09-17,2025-08-26,2020-09-17,2025-08-26,0,0,✅
HAVELLS,193563,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
HBLENGINE,193375,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
HCLTECH,193563,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
HDFCAMC,129216,1731,98.66,2018-08-06,2025-08-26,2018-08-06,2025-08-26,0,0,✅
HDFCBANK,193563,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
HDFCLIFE,144104,1930,98.66,2015-02-11,2025-08-26,2015-02-11,2025-08-26,0,0,✅
HEG,193448,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
HEROMOTOCO,193563,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
HFCL,193555,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
HINDALCO,193564,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
HINDCOPPER,193563,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
HINDPETRO,193563,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
HINDUNILVR,193563,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
HINDZINC,193561,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
HOMEFIRST,90225,1209,98.66,2018-03-21,2025-08-26,2018-03-21,2025-08-26,0,0,✅
HONASA,33137,445,98.66,2023-11-07,2025-08-26,2023-11-07,2025-08-26,0,0,✅
HONAUT,192298,2592,98.65,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
HSCL,193314,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
HUDCO,151611,2031,98.66,2017-05-19,2025-08-26,2017-05-19,2025-08-26,0,0,✅
HYUNDAI,15608,209,98.66,2024-10-22,2025-08-26,2024-10-22,2025-08-26,0,0,✅
ICICIBANK,193563,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
ICICIGI,144978,1942,98.66,2017-09-27,2025-08-26,2017-09-27,2025-08-26,0,0,✅
ICICIPRULI,163251,2187,98.66,2016-09-29,2025-08-26,2016-09-29,2025-08-26,0,0,✅
IDBI,193560,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
IDEA,193564,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
IDFCFIRSTB,179463,2404,98.66,2015-11-06,2025-08-26,2015-11-06,2025-08-26,0,0,✅
IEX,143802,1927,98.66,2017-10-23,2025-08-26,2017-10-23,2025-08-26,0,0,✅
IFCI,193561,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
IGIL,12596,168,98.67,2024-12-20,2025-08-26,2024-12-20,2025-08-26,0,0,✅
IGL,193562,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
IIFL,193493,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
IKS,12671,169,98.67,2024-12-19,2025-08-26,2024-12-19,2025-08-26,0,0,✅
INDGN,23879,320,98.66,2024-05-13,2025-08-26,2024-05-13,2025-08-26,0,0,✅
INDHOTEL,193564,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
INDIACEM,193563,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
INDIAMART,122345,1641,98.66,2015-10-07,2025-08-26,2015-10-07,2025-08-26,0,0,✅
INDIANB,193560,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
INDIGO,179313,2402,98.66,2015-11-10,2025-08-26,2015-11-10,2025-08-26,0,0,✅
INDUSINDBK,193564,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
INDUSTOWER,193563,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
INFY,193564,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
INOXINDIA,30875,414,98.66,2023-12-21,2025-08-26,2023-12-21,2025-08-26,0,0,✅
INOXWIND,190029,2548,98.66,2015-04-08,2025-08-26,2015-04-08,2025-08-26,0,0,✅
INTELLECT,193509,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
IOB,193559,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
IOC,193562,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
IPCALAB,193563,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
IRB,193560,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
IRCON,126572,1696,98.66,2018-09-28,2025-08-26,2018-09-28,2025-08-26,0,0,✅
IRCTC,146409,2017,98.62,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
IREDA,32075,430,98.66,2023-11-29,2025-08-26,2023-11-29,2025-08-26,0,0,✅
IRFC,86446,1275,98.53,2018-03-23,2025-08-26,2018-03-23,2025-08-26,0,0,✅
ITC,193560,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
ITI,193557,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
J&KBANK,193561,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
JBCHEPHARM,193423,2592,98.66,2015-02-02,2025-08-26,2015-02-02,2025-08-26,0,0,✅
